Date,ASIANPAINT,HDFCBANK,ITC,RELIANCE,TCS
2017-12-26,1104.8494873046875,895.69189453125,214.82168579101562,901.3548583984375,1174.1588134765625
2017-12-27,1103.21728515625,890.130859375,213.19515991210938,895.4898681640625,1161.0628662109375
2017-12-28,1098.752685546875,900.3421630859375,212.9512176513672,895.9261474609375,1164.1876220703125
2017-12-29,1112.29052734375,897.6334838867188,214.08975219726562,892.8724975585938,1197.092529296875
2018-01-01,1098.0328369140625,889.0521240234375,213.317138671875,881.9182739257812,1172.4525146484375
2018-01-02,1097.168701171875,897.6094360351562,212.05662536621094,883.275390625,1166.07080078125
2018-01-03,1096.3526611328125,888.1653442382812,212.3819122314453,886.813720703125,1169.372314453125
2018-01-04,1125.2999267578125,891.6409912109375,212.7072296142578,892.1453857421875,1177.549072265625
2018-01-05,1137.9735107421875,893.4147338867188,213.80511474609375,895.0051879882812,1191.77490234375
2018-01-08,1134.8531494140625,891.9765625,216.0009307861328,900.14306640625,1202.9427490234375
2018-01-09,1145.46240234375,893.462646484375,220.0265350341797,912.1636962890625,1200.5499267578125
2018-01-10,1130.4365234375,893.7023315429688,219.09127807617188,913.5208740234375,1243.802978515625
2018-01-11,1141.5260009765625,897.7054443359375,219.41656494140625,909.0615844726562,1236.668212890625
2018-01-12,1142.2459716796875,894.229736328125,217.5867462158203,919.9674072265625,1230.3970947265625
2018-01-15,1156.0238037109375,909.786376953125,217.62744140625,920.11279296875,1216.9912109375
2018-01-16,1141.333984375,910.9368896484375,212.82923889160156,894.7144165039062,1263.4132080078125
2018-01-17,1146.1346435546875,906.3106689453125,216.3668670654297,896.2169799804688,1280.29833984375
2018-01-18,1140.853759765625,927.3084716796875,222.3443145751953,891.5637817382812,1293.2607421875
2018-01-19,1142.4381103515625,935.889892578125,223.27955627441406,902.8088989257812,1311.47509765625
2018-01-22,1129.0924072265625,941.2351684570312,222.54763793945312,941.7791137695312,1384.3717041015625
2018-01-23,1123.2359619140625,935.4583740234375,224.94674682617188,953.169677734375,1377.97509765625
2018-01-24,1105.1376953125,938.5026245117188,228.89105224609375,936.7866821289062,1410.2255859375
2018-01-25,1104.5616455078125,946.7962036132812,228.7283935546875,936.3504028320312,1386.4376220703125
2018-01-29,1106.0975341796875,958.637451171875,224.1741485595703,934.9932861328125,1420.998046875
2018-01-30,1081.759033203125,956.64794921875,223.80819702148438,921.3246459960938,1400.563720703125
2018-01-31,1083.2947998046875,961.537841796875,220.71778869628906,931.8910522460938,1382.5726318359375
2018-02-01,1107.009765625,954.5626220703125,223.88946533203125,914.9750366210938,1394.233642578125
2018-02-02,1092.51220703125,933.8763427734375,223.93020629882812,876.6834106445312,1400.9193115234375
2018-02-05,1088.86376953125,917.5047607421875,227.1018829345703,874.55078125,1378.5081787109375
2018-02-06,1065.9652099609375,909.3309326171875,222.4256591796875,864.8081665039062,1331.4429931640625
2018-02-07,1076.38232421875,897.8253173828125,223.76754760742188,867.037841796875,1312.6964111328125
2018-02-08,1079.214599609375,901.732421875,222.91358947753906,876.8772583007812,1321.2037353515625
2018-02-09,1085.6474609375,886.6552124023438,220.67713928222656,870.38232421875,1320.09326171875
2018-02-12,1098.752685546875,899.6709594726562,219.45726013183594,887.4923706054688,1318.1385498046875
2018-02-14,1093.71240234375,902.7870483398438,216.73284912109375,905.0870361328125,1293.4842529296875
